case_id,objection_type,objecting_groups,prior_broken_promises,turnout_ratio,gram_sabha_outcome,escalation_language,asset_loss_type
LA01656,none,,False,0.23,passed,False,none
LA01657,none,,True,0.83,passed,False,none
LA01658,none,,False,1.14,passed,False,sacred grove
LA01659,none,,False,0.54,passed,False,none
LA01660,procedural,the local women's self-help group;agricultural labourers;local shopkeepers and traders,False,1.33,deferred,False,grazing commons
LA01661,procedural,tenant cultivators,False,0.47,passed,False,none
LA01662,fundamental,landowning farmers;the local women's self-help group;tenant cultivators,False,0.5,rejected,True,none
LA01663,fundamental,landowning farmers,False,1.31,deferred,True,none
LA01664,none,,False,1.14,deferred,False,none
LA01665,none,,True,0.46,passed,False,none
LA01666,fundamental,tenant cultivators;representatives of the Scheduled Tribe community,False,1.33,deferred,False,none
LA01667,procedural,elected Panchayat members;landowning farmers;agricultural labourers,False,0.95,deferred,False,none
LA01668,none,,False,0.75,deferred,False,none
LA01669,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;agricultural labourers,False,0.67,rejected,False,none
LA01670,fundamental,landowning farmers;tenant cultivators;agricultural labourers,False,0.32,rejected,True,none
LA01671,none,,False,0.87,deferred,False,none
LA01672,procedural,local shopkeepers and traders;elected Panchayat members,False,0.36,passed,False,none
LA01673,none,,True,0.81,passed,False,none
LA01674,procedural,elected Panchayat members;landowning farmers,False,0.47,passed,False,sacred grove
LA01675,fundamental,landowning farmers;representatives of the Scheduled Tribe community;tenant cultivators,False,0.26,rejected,True,none
LA01676,none,,False,0.5,passed,False,none
LA01677,procedural,tenant cultivators;elected Panchayat members,True,0.63,deferred,True,irrigation source
LA01678,fundamental,agricultural labourers;tenant cultivators,False,0.57,passed,True,none
LA01679,fundamental,landowning farmers;local shopkeepers and traders,False,0.47,deferred,True,none
LA01680,procedural,landowning farmers;elected Panchayat members,False,0.61,passed,False,none
LA01681,none,,False,8.0,deferred,False,community water tank
LA01682,none,,False,0.31,deferred,False,none
LA01683,none,,False,0.52,passed,True,irrigation source
LA01684,procedural,landowning farmers,False,0.61,passed,False,none
LA01685,none,,False,0.13,passed,False,irrigation source
LA01686,procedural,landowning farmers,True,2.0,passed,False,none
LA01687,fundamental,local shopkeepers and traders,False,0.75,rejected,True,none
LA01688,procedural,landowning farmers;local shopkeepers and traders,False,0.48,passed,False,irrigation source
LA01689,none,,False,0.39,passed,False,none
LA01690,fundamental,tenant cultivators;the local women's self-help group,False,0.52,passed,False,grazing commons
LA01691,fundamental,tenant cultivators;local shopkeepers and traders;agricultural labourers,True,0.16,passed,True,grazing commons
LA01692,procedural,agricultural labourers;representatives of the Scheduled Tribe community;landowning farmers,False,0.5,passed,False,grazing commons
LA01693,none,,False,0.43,rejected,False,none
LA01694,fundamental,landowning farmers;representatives of the Scheduled Tribe community,False,0.5,deferred,True,none
LA01695,fundamental,tenant cultivators;landowning farmers,False,1.0,rejected,False,none
LA01696,none,,False,0.5,passed,False,none
LA01697,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;tenant cultivators,False,0.79,deferred,False,none
LA01698,fundamental,representatives of the Scheduled Tribe community;local shopkeepers and traders;tenant cultivators,False,0.36,deferred,False,community water tank
LA01699,fundamental,landowning farmers,False,0.22,rejected,True,none
LA01700,none,,True,0.63,passed,False,community water tank
LA01701,fundamental,tenant cultivators;agricultural labourers;representatives of the Scheduled Tribe community,True,0.31,rejected,True,none
LA01702,fundamental,landowning farmers,False,0.79,deferred,True,grazing commons
LA01703,none,,False,0.88,passed,False,community water tank
LA01704,fundamental,agricultural labourers;landowning farmers,False,0.59,rejected,False,none
LA01705,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.65,deferred,True,none
LA01706,procedural,elected Panchayat members;agricultural labourers;tenant cultivators,False,0.31,passed,False,none
LA01707,none,,False,1.17,deferred,False,none
LA01708,none,,False,0.83,passed,False,none
LA01709,fundamental,landowning farmers,False,0.62,rejected,True,none
LA01710,procedural,elected Panchayat members,True,0.37,deferred,True,none
LA01711,none,,False,1.2,passed,False,none
LA01712,procedural,landowning farmers;local shopkeepers and traders;tenant cultivators,False,0.47,deferred,False,none
LA01713,fundamental,tenant cultivators;agricultural labourers;representatives of the Scheduled Tribe community,True,0.98,rejected,False,none
LA01714,fundamental,landowning farmers;tenant cultivators,False,0.62,rejected,False,none
LA01715,procedural,elected Panchayat members;the local women's self-help group;representatives of the Scheduled Tribe community,False,1.05,rejected,False,none
LA01716,none,,False,0.37,passed,False,irrigation source
LA01717,fundamental,elected Panchayat members;agricultural labourers;tenant cultivators,False,0.57,rejected,False,community water tank
LA01718,none,,False,0.48,passed,False,irrigation source
LA01719,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,True,0.69,deferred,False,none
LA01720,none,,False,0.41,passed,False,community water tank
LA01721,none,,False,0.56,passed,False,grazing commons
LA01722,none,,True,0.15,passed,False,none
LA01723,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;landowning farmers,True,0.4,passed,False,none
LA01724,none,,False,0.5,passed,False,community water tank
LA01725,none,,True,0.87,passed,False,none
LA01726,procedural,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,0.69,passed,False,none
LA01727,none,,False,0.47,passed,False,none
LA01728,none,,False,0.1,passed,False,none
LA01729,procedural,agricultural labourers;representatives of the Scheduled Tribe community,False,0.05,passed,False,none
LA01730,none,,True,0.42,rejected,False,none
LA01731,procedural,tenant cultivators;elected Panchayat members,True,0.86,passed,False,none
LA01732,none,,False,0.79,passed,False,none
LA01733,fundamental,tenant cultivators;the local women's self-help group;representatives of the Scheduled Tribe community,False,1.02,passed,True,none
LA01734,none,,False,0.62,passed,True,none
LA01735,none,,False,0.5,deferred,False,grazing commons
LA01736,procedural,landowning farmers,True,0.63,deferred,False,none
LA01737,fundamental,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,1.33,deferred,True,none
LA01738,none,,False,0.53,passed,True,none
LA01739,fundamental,landowning farmers,False,0.92,rejected,True,burial ground
LA01740,procedural,the local women's self-help group,False,0.54,passed,False,none
LA01741,none,,False,0.57,passed,False,none
LA01742,none,,False,0.82,passed,False,grazing commons
LA01743,fundamental,tenant cultivators,False,1.33,rejected,False,none
LA01744,none,,False,0.54,rejected,True,none
LA01745,procedural,landowning farmers;elected Panchayat members,False,0.45,rejected,False,none
LA01746,procedural,local shopkeepers and traders;landowning farmers,False,1.31,passed,False,none
LA01747,none,,False,0.78,passed,False,none
LA01748,none,,False,0.5,passed,False,burial ground
LA01749,fundamental,landowning farmers;the local women's self-help group,False,0.4,deferred,False,none
LA01750,fundamental,the local women's self-help group;landowning farmers;agricultural labourers,False,0.41,rejected,True,none
LA01751,none,,False,0.66,passed,False,community water tank
LA01752,procedural,the local women's self-help group;landowning farmers,False,0.84,passed,False,sacred grove
LA01753,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;landowning farmers,False,0.67,rejected,True,none
LA01754,fundamental,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.39,deferred,False,none
LA01755,procedural,landowning farmers;representatives of the Scheduled Tribe community;tenant cultivators,False,1.0,deferred,False,none
LA01756,none,,False,0.44,passed,False,community water tank
LA01757,none,,False,0.73,deferred,False,none
LA01758,none,,True,0.78,deferred,False,none
LA01759,none,,False,0.33,passed,True,grazing commons
LA01760,procedural,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,True,0.53,passed,True,none
LA01761,procedural,tenant cultivators;landowning farmers;agricultural labourers,False,0.76,deferred,True,none
LA01762,fundamental,agricultural labourers;tenant cultivators;elected Panchayat members,False,0.49,rejected,False,none
LA01763,procedural,agricultural labourers;tenant cultivators,False,0.96,rejected,True,none
LA01764,procedural,landowning farmers;agricultural labourers;tenant cultivators,False,0.22,deferred,False,none
LA01765,fundamental,tenant cultivators,False,1.42,rejected,True,none
LA01766,procedural,landowning farmers;the local women's self-help group,False,1.12,deferred,False,none
LA01767,none,,False,0.41,deferred,False,none
LA01768,none,,False,0.23,passed,False,none
LA01769,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.51,passed,False,none
LA01770,procedural,tenant cultivators;representatives of the Scheduled Tribe community;landowning farmers,False,0.76,deferred,False,none
LA01771,none,,False,0.58,passed,False,community water tank
LA01772,procedural,agricultural labourers;tenant cultivators,False,0.81,rejected,False,none
LA01773,fundamental,tenant cultivators;landowning farmers,False,0.91,deferred,True,none
LA01774,procedural,tenant cultivators;the local women's self-help group;agricultural labourers,False,0.8,passed,False,none
LA01775,none,,False,0.89,passed,False,none
LA01776,procedural,representatives of the Scheduled Tribe community;tenant cultivators;landowning farmers,False,1.14,rejected,False,none
LA01777,procedural,agricultural labourers;landowning farmers,True,0.6,passed,False,none
LA01778,fundamental,tenant cultivators,False,0.38,deferred,True,none
LA01779,procedural,the local women's self-help group,False,0.81,deferred,False,community water tank
LA01780,none,,False,0.77,passed,False,irrigation source
LA01781,none,,False,2.0,passed,False,none
LA01782,procedural,tenant cultivators;agricultural labourers,False,0.45,deferred,False,none
LA01783,fundamental,tenant cultivators;landowning farmers;the local women's self-help group,False,0.73,passed,False,none
LA01784,fundamental,landowning farmers,False,0.49,rejected,True,none
LA01785,none,,False,0.64,passed,False,grazing commons
LA01786,none,,True,0.58,passed,False,none
LA01787,none,,False,0.24,deferred,False,none
LA01788,procedural,agricultural labourers,False,0.59,passed,False,none
LA01789,procedural,landowning farmers,False,0.08,deferred,False,none
LA01790,procedural,representatives of the Scheduled Tribe community,False,0.47,passed,False,none
LA01791,procedural,local shopkeepers and traders,False,0.76,deferred,True,irrigation source
LA01792,none,,False,0.29,passed,False,none
LA01793,none,,False,0.06,passed,False,none
LA01794,fundamental,the local women's self-help group;elected Panchayat members;agricultural labourers,False,0.07,rejected,False,sacred grove
LA01795,none,,True,0.63,passed,False,none
LA01796,none,,False,0.46,passed,False,none
LA01797,procedural,landowning farmers;agricultural labourers;representatives of the Scheduled Tribe community,False,0.7,passed,False,sacred grove
